"PRODUCT","name_mapping","name"
"Latias Prism Star","latias","Latias"
"Latios Prism Star","latios","Latios"
"Life Herb","life herb",NA
"Life Herb (Secret)","life herb",NA
"Lisia","lisia",NA
"Lisia (Full Art)","lisia",NA
"Lombre","lombre","Lombre"
"Lotad","lotad","Lotad"
"Loudred","loudred","Loudred"
"Ludicolo","ludicolo","Ludicolo"
"Lunala","lunala","Lunala"
"Lunatone","lunatone","Lunatone"
"Lure Ball","lure ball",NA
"Luvdisc","luvdisc","Luvdisc"
"Magcargo","magcargo","Magcargo"
"Manectric","manectric","Manectric"
"Marshtomp","marshtomp","Marshtomp"
"Masquerain","masquerain","Masquerain"
"Mawile","mawile","Mawile"
"Medicham","medicham","Medicham"
"Meditite","meditite","Meditite"
"Metagross","metagross","Metagross"
"Metang","metang","Metang"
"Minior","minior",NA
"Minun","minun","Minun"
"Mr. Mime GX","mr. mime","Mr. Mime"
"Mr. Mime GX (Full Art)","mr. mime","Mr. Mime"
"Mr. Mime GX (Secret)","mr. mime","Mr. Mime"
"Mudkip (32)","mudkip","Mudkip"
"Mudkip (33)","mudkip","Mudkip"
"Nuzleaf","nuzleaf","Nuzleaf"
"Onix","onix","Onix"
"Oricorio (30)","oricorio","Oricorio"
"Oricorio (55)","oricorio","Oricorio"
"Palossand GX","palossand","Palossand"
"Pelipper","pelipper","Pelipper"
"Phanpy","phanpy","Phanpy"
"Plusle","plusle","Plusle"
"PokeNav","pokenav",NA
"PokeNav (Secret)","pokenav",NA
"Pupitar","pupitar","Pupitar"
"Rainbow Brush","rainbow brush",NA
"Rainbow Brush (Secret)","rainbow brush",NA
"Rainbow Energy","rainbow energy",NA
"Rainbow Energy (Secret)","rainbow energy",NA
"Rare Candy","rare candy",NA
"Rayquaza GX","rayquaza","Rayquaza"
"Rayquaza GX (Full Art)","rayquaza","Rayquaza"
"Rayquaza GX (Secret)","rayquaza","Rayquaza"
"Regice","regice","Regice"
"Regirock","regirock","Regirock"
"Registeel","registeel","Registeel"
"Sableye","sableye","Sableye"
"Salamence","salamence","Salamence"
"Sceptile","sceptile","Sceptile"
"Scizor GX","scizor","Scizor"
"Scizor GX (Full Art)","scizor","Scizor"
"Scizor GX (Secret)","scizor","Scizor"
"Scyther","scyther","Scyther"
"Seedot (11)","seedot","Seedot"
"Seedot (12)","seedot","Seedot"
"Shelgon","shelgon","Shelgon"
"Shiftry GX","shiftry","Shiftry"
"Shiftry GX (Full Art)","shiftry","Shiftry"
"Shiftry GX (Secret)","shiftry","Shiftry"
"Shrine of Punishment","shrine of punishment",NA
"Shuppet (63)","shuppet","Shuppet"
"Shuppet (64)","shuppet","Shuppet"
"Skitty","skitty","Skitty"
"Sky Pillar","sky pillar",NA
"Slaking","slaking","Slaking"
"Slakoth","slakoth","Slakoth"
"Slugma","slugma","Slugma"
"Sneasel","sneasel","Sneasel"
"Solgaleo","solgaleo","Solgaleo"
"Solrock","solrock","Solrock"
"Spinarak","spinarak","Spinarak"
"Spoink","spoink","Spoink"
"Stakataka GX","stakataka","Stakataka"
"Stakataka GX (Full Art)","stakataka","Stakataka"
"Stakataka GX (Secret)","stakataka","Stakataka"
"Steelix","steelix","Steelix"
"Steven's Resolve","steven's resolve",NA
"Steven's Resolve (Full Art)","steven's resolve",NA
"Super Scoop Up","super scoop up",NA
"Surskit","surskit","Surskit"
"Swalot","swalot","Swalot"
"Swampert","swampert","Swampert"
"Switch","switch",NA
"Tate & Liza","tate",NA
"Tate & Liza (Full Art)","tate",NA
"The Masked Royal","the masked royal",NA
"Torchic (25)","torchic","Torchic"
"Torchic (26)","torchic","Torchic"
"Torkoal","torkoal","Torkoal"
"Treecko (7)","treecko","Treecko"
"Treecko (8)","treecko","Treecko"
"Tropius","tropius","Tropius"
"TV Reporter","tv reporter",NA
"TV Reporter (Full Art)","tv reporter",NA
"Tyranitar","tyranitar","Tyranitar"
"Underground Expedition","underground expedition",NA
"Underground Expedition (Full Art)","underground expedition",NA
"Victreebel","victreebel","Victreebel"
"Vigoroth","vigoroth","Vigoroth"
"Volbeat","volbeat","Volbeat"
"Voltorb","voltorb","Voltorb"
"Wailmer","wailmer","Wailmer"
"Wailord","wailord","Wailord"
"Weepinbell","weepinbell","Weepinbell"
"Whismur (116)","whismur","Whismur"
"Whismur (117)","whismur","Whismur"
"Wingull","wingull","Wingull"
"Abomasnow","abomasnow","Abomasnow"
"Aegislash","aegislash","Aegislash"
"Alolan Exeggutor","exeggutor","Exeggutor"
"Alolan Marowak","marowak","Marowak"
"Amaura","amaura","Amaura"
"Araquanid","araquanid","Araquanid"
"Arceus Prism Star","arceus","Arceus"
"Aurorus","aurorus","Aurorus"
"Avalugg","avalugg","Avalugg"
"Azelf","azelf","Azelf"
"Barbaracle","barbaracle","Barbaracle"
"Beast Energy Prism Star","beast energy",NA
"Beast Ring","beast ring",NA
"Beast Ring (Secret)","beast ring",NA
"Bergmite","bergmite","Bergmite"
"Binacle","binacle","Binacle"
"Bonnie","bonnie",NA
"Bonnie (Full Art)","bonnie",NA
"Braixen","braixen","Braixen"
"Bunnelby","bunnelby","Bunnelby"
"Buzzwole","buzzwole","Buzzwole"
"Clauncher","clauncher","Clauncher"
"Clawitzer","clawitzer","Clawitzer"
"Crasher Wake","crasher wake",NA
"Crasher Wake (Full Art)","crasher wake",NA
"Croagunk","croagunk","Croagunk"
"Cubone","cubone","Cubone"
"Dedenne","dedenne","Dedenne"
"Delphox","delphox","Delphox"
"Dewpider","dewpider","Dewpider"
"Dialga GX","dialga","Dialga"
"Dialga GX (Full Art)","dialga","Dialga"
"Dialga GX (Secret)","dialga","Dialga"
"Diancie Prism Star","diancie","Diancie"
"Diantha","diantha",NA
"Diantha (Full Art)","diantha",NA
"Diggersby","diggersby","Diggersby"
"Doublade","doublade","Doublade"
"Dragalge","dragalge","Dragalge"
"Empoleon","empoleon","Empoleon"
"Eneporter","eneporter",NA
"Eneporter (Secret)","eneporter",NA
"Energy Recycler (Secret)","energy recycler",NA
"Espurr","espurr","Espurr"
"Exeggcute","exeggcute","Exeggcute"
"Fennekin (14)","fennekin","Fennekin"
"Fennekin (15)","fennekin","Fennekin"
"Flabebe (83)","flabebe",NA
"Flabebe (84)","flabebe",NA
"Floette","floette","Floette"
"Florges","florges","Florges"
"Fossil Excavation Map","fossil excavation map",NA
"Froakie (21)","froakie","Froakie"
"Froakie (22)","froakie","Froakie"
"Frogadier","frogadier","Frogadier"
"Furfrou","furfrou","Furfrou"
"Gabite","gabite","Gabite"
"Garchomp","garchomp","Garchomp"
"Gible","gible","Gible"
"Gogoat","gogoat","Gogoat"
"Goodra","goodra","Goodra"
"Goomy (91)","goomy","Goomy"
"Goomy (92)","goomy","Goomy"
"Greninja GX","greninja","Greninja"
"Greninja GX (Full Art)","greninja","Greninja"
"Greninja GX (Secret)","greninja","Greninja"
"Guzzlord","guzzlord","Guzzlord"
"Hawlucha","hawlucha","Hawlucha"
"Heatran","heatran","Heatran"
"Heliolisk","heliolisk","Heliolisk"
"Helioptile","helioptile","Helioptile"
"Honedge (46)","honedge","Honedge"
"Honedge (47)","honedge","Honedge"
"Hoopa","hoopa","Hoopa"
"Infernape","infernape","Infernape"
"Inkay","inkay","Inkay"
"Judge","judge",NA
"Klefki","klefki","Klefki"
"Lady","lady",NA
"Litleo","litleo","Litleo"
"Lucario GX (Full Art)","lucario","Lucario"
"Lucario GX (Secret)","lucario","Lucario"
"Lycanroc","lycanroc","Lycanroc"
"Lysandre Labs","lysandre labs",NA
"Lysandre Prism Star","lysandre",NA
"Magnemite","magnemite","Magnemite"
"Magneton","magneton","Magneton"
"Magnezone","magnezone","Magnezone"
"Malamar","malamar","Malamar"
"Meowstic","meowstic","Meowstic"
"Mesprit","mesprit","Mesprit"
"Metal Frying Pan","metal frying pan",NA
"Metal Frying Pan (Secret)","metal frying pan",NA
"Mysterious Treasure","mysterious treasure",NA
"Mysterious Treasure (Secret)","mysterious treasure",NA
"Naganadel GX","naganadel","Naganadel"
"Naganadel GX (Full Art)","naganadel","Naganadel"
"Naganadel GX (Secret)","naganadel","Naganadel"
"Noibat","noibat","Noibat"
"Noivern","noivern","Noivern"
"Palkia GX","palkia","Palkia"
"Palkia GX (Full Art)","palkia","Palkia"
"Palkia GX (Secret)","palkia","Palkia"
"Pancham","pancham","Pancham"
"Pangoro","pangoro","Pangoro"
"Pheromosa","pheromosa","Pheromosa"
"Poipole","poipole","Poipole"
"Pyroar","pyroar","Pyroar"
"Rockruff","rockruff","Rockruff"
"Rotom","rotom","Rotom"
"Scatterbug (5)","scatterbug","Scatterbug"
"Scatterbug (6)","scatterbug","Scatterbug"
"Skiddo","skiddo","Skiddo"
"Skrelp","skrelp","Skrelp"
"Sliggoo","sliggoo","Sliggoo"
"Snover","snover","Snover"
"Spewpa","spewpa","Spewpa"
"Sylveon","sylveon","Sylveon"
"Torterra","torterra","Torterra"
"Toxicroak","toxicroak","Toxicroak"
"Tyrantrum","tyrantrum","Tyrantrum"
"Tyrunt","tyrunt","Tyrunt"
"Ultra Necrozma GX","ultra necrozma","Ultra Necrozma"
"Ultra Necrozma GX (Full Art)","ultra necrozma","Ultra Necrozma"
"Ultra Necrozma GX (Secret)","ultra necrozma","Ultra Necrozma"
"Ultra Recon Squad","ultra recon squad",NA
"Ultra Recon Squad (Full Art)","ultra recon squad",NA
"Ultra Space","ultra space",NA
"Unidentified Fossil","unidentified fossil",NA
"Unit Energy FDY","unit energy fdy",NA
"Unit Energy FDY (Secret)","unit energy fdy",NA
"Uxie","uxie","Uxie"
"Vivillon","vivillon","Vivillon"
"Volcanion Prism Star","volcanion","Volcanion"
"Xerneas GX","xerneas","Xerneas"
"Xerneas GX (Full Art)","xerneas","Xerneas"
"Xerneas GX (Secret)","xerneas","Xerneas"
"Xurkitree","xurkitree","Xurkitree"
"Yveltal GX","yveltal","Yveltal"
"Yveltal GX (Full Art)","yveltal","Yveltal"
"Yveltal GX (Secret)","yveltal","Yveltal"
"Zygarde (71)","zygarde","Zygarde"
"Zygarde (72)","zygarde","Zygarde"
"Zygarde GX","zygarde","Zygarde"
"Zygarde GX (Full Art)","zygarde","Zygarde"
"Zygarde GX (Secret)","zygarde","Zygarde"
"Alolan Ninetales (#17, Non-Holo)","ninetales","Ninetales"
"Alolan Ninetales (#30, Holofoil)","ninetales","Ninetales"
"Alolan Sandshrew (#14)","sandshrew","Sandshrew"
"Alolan Sandshrew (#29)","sandshrew","Sandshrew"
"Alolan Sandslash (#16, Non-Holo)","sandslash","Sandslash"
"Alolan Sandslash (#30, Holofoil)","sandslash","Sandslash"
"Alolan Vulpix (#14)","vulpix","Vulpix"
"Alolan Vulpix (#29)","vulpix","Vulpix"
"Aron","aron","Aron"
"Big Malasada","big malasada",NA
"Bunnelby","bunnelby","Bunnelby"
"Diggersby","diggersby","Diggersby"
"Eevee","eevee","Eevee"
"Fairy Energy (#10)","fairy energy",NA
"Fairy Energy (#12)","fairy energy",NA
"Fairy Energy (#20)","fairy energy",NA
"Fairy Energy (#24)","fairy energy",NA
"Fairy Energy (#28)","fairy energy",NA
"Fairy Energy (#8)","fairy energy",NA
"Fairy Energy (#9)","fairy energy",NA
"Gloom","gloom","Gloom"
"Grass Energy (#1)","grass energy",NA
"Grass Energy (#2)","grass energy",NA
"Grass Energy (#27)","grass energy",NA
"Grass Energy (#3)","grass energy",NA
"Grass Energy (#5)","grass energy",NA
"Grass Energy (#7)","grass energy",NA
"Great Ball (#21, Alolan Ninetales Half-Deck)","great ball",NA
"Great Ball (#21, Alolan Sandslash Half-Deck)","great ball",NA
"Great Ball (#25, Alolan Ninetales Half-Deck)","great ball",NA
"Great Ball (#25, Alolan Sandslash Half-Deck)","great ball",NA
"Hau (#19, Alolan Ninetales Half-Deck)","hau",NA
"Hau (#19, Alolan Sandslash Half-Deck)","hau",NA
"Hau (#23, Alolan Ninetales Half-Deck)","hau",NA
"Hau (#23, Alolan Sandslash Half-Deck)","hau",NA
"Hoothoot","hoothoot","Hoothoot"
"Jigglypuff","jigglypuff","Jigglypuff"
"Metal Energy (#10)","metal energy",NA
"Metal Energy (#17)","metal energy",NA
"Metal Energy (#20)","metal energy",NA
"Metal Energy (#24)","metal energy",NA
"Metal Energy (#28)","metal energy",NA
"Metal Energy (#8)","metal energy",NA
"Metal Energy (#9)","metal energy",NA
"Oddish","oddish","Oddish"
"Patrat","patrat","Patrat"
"Piplup","piplup","Piplup"
"Potion","potion",NA
"Prinplup","prinplup","Prinplup"
"Skiddo","skiddo","Skiddo"
"Staraptor","staraptor","Staraptor"
"Staravia","staravia","Staravia"
"Starly","starly","Starly"
"Stufful","stufful","Stufful"
"Water Energy (#2)","water energy",NA
"Water Energy (#26)","water energy",NA
"Water Energy (#3)","water energy",NA
"Water Energy (#5)","water energy",NA
"Water Energy (#6)","water energy",NA
"Water Energy (#7)","water energy",NA
"Abomasnow","abomasnow","Abomasnow"
"Alolan Diglett","diglett","Diglett"
"Alolan Dugtrio","dugtrio","Dugtrio"
"Alolan Exeggutor","exeggutor","Exeggutor"
"Alolan Sandshrew","sandshrew","Sandshrew"
"Alolan Sandslash","sandslash","Sandslash"
"Alolan Vulpix","vulpix","Vulpix"
"Ancient Crystal","crystal",NA
"Araquanid","araquanid","Araquanid"
"Bastiodon","bastiodon","Bastiodon"
"Bronzong","bronzong","Bronzong"
"Bronzor","bronzor","Bronzor"
"Buizel","buizel","Buizel"
"Buneary","buneary","Buneary"
"Carnivine","carnivine","Carnivine"
"Celesteela GX (Full Art)","celesteela","Celesteela"
"Celesteela GX (Secret Rare)","celesteela","Celesteela"
"Cherrim","cherrim","Cherrim"
"Cherubi","cherubi","Cherubi"
"Chimchar (20)","chimchar","Chimchar"
"Chimchar (21)","chimchar","Chimchar"
"Cosmoem","cosmoem","Cosmoem"
"Cosmog","cosmog","Cosmog"
"Cranidos","cranidos","Cranidos"
"Cresselia","cresselia","Cresselia"
"Croagunk","croagunk","Croagunk"
"Crushing Hammer (Secret Rare)","crushing hammer",NA
"Cynthia","cynthia",NA
"Cynthia (Full Art)","cynthia",NA
"Cyrus Prism Star","cyrus",NA
"Darkrai Prism Star","darkrai","Darkrai"
"Dawn Wings Necrozma GX","dawn wings necrozma","Dawn Wings Necrozma"
"Dawn Wings Necrozma GX (Full Art)","dawn wings necrozma","Dawn Wings Necrozma"
"Dawn Wings Necrozma GX (Secret Rare)","dawn wings necrozma","Dawn Wings Necrozma"
"Dewpider","dewpider","Dewpider"
"Dialga GX","dialga","Dialga"
"Dialga GX (Full Art)","dialga","Dialga"
"Dialga GX (Secret Rare)","dialga","Dialga"
"Drampa","drampa","Drampa"
"Drapion","drapion","Drapion"
"Drifblim","drifblim","Drifblim"
"Drifloon","drifloon","Drifloon"
"Dusk Mane Necrozma GX","dusk mane necrozma","Dusk Mane Necrozma"
"Dusk Mane Necrozma GX (Full Art)","dusk mane necrozma","Dusk Mane Necrozma"
"Dusk Mane Necrozma GX (Secret Rare)","dusk mane necrozma","Dusk Mane Necrozma"
"Eevee (104)","eevee","Eevee"
"Eevee (105)","eevee","Eevee"
"Electabuzz","electabuzz","Electabuzz"
"Electivire","electivire","Electivire"
"Electric Memory","electric memory",NA
"Empoleon","empoleon","Empoleon"
"Escape Board","escape board",NA
"Escape Board (Secret Rare)","escape board",NA
"Exeggcute","exeggcute","Exeggcute"
"Fan Rotom","fan rotom","Fan Rotom"
"Fire Memory","fire memory",NA
"Floatzel","floatzel","Floatzel"
"Frost Rotom","frost rotom","Frost Rotom"
"Gabite","gabite","Gabite"
"Garchomp","garchomp","Garchomp"
"Gardenia","gardenia",NA
"Gardenia (Full Art)","gardenia",NA
"Gible (96)","gible","Gible"
"Gible (97)","gible","Gible"
"Giratina Prism Star","giratina","Giratina"
"Glaceon GX","glaceon","Glaceon"
"Glaceon GX (Full Art)","glaceon","Glaceon"
"Glaceon GX (Secret Rare)","glaceon","Glaceon"
"Glameow","glameow","Glameow"
"Grotle","grotle","Grotle"
"Gumshoos","gumshoos","Gumshoos"
"Heat Rotom","heat rotom","Heat Rotom"
"Heatran","heatran","Heatran"
"Hippopotas","hippopotas","Hippopotas"
"Hippowdon","hippowdon","Hippowdon"
"Honchkrow","honchkrow","Honchkrow"
"Infernape","infernape","Infernape"
"Lana (Full Art)","lana",NA
"Leafeon GX","leafeon","Leafeon"
"Leafeon GX (Full Art)","leafeon","Leafeon"
"Leafeon GX (Secret Rare)","leafeon","Leafeon"
"Lickilicky","lickilicky","Lickilicky"
"Lickitung","lickitung","Lickitung"
"Lillie","lillie",NA
"Lillie (Full Art)","lillie",NA
"Looker","looker",NA
"Looker (Full Art)","looker",NA
"Looker Whistle","looker whistle",NA
"Lopunny","lopunny","Lopunny"
"Lucario","lucario","Lucario"
"Lunala GX (Secret Rare)","lunala","Lunala"
"Lunala Prism Star","lunala","Lunala"
"Lusamine (Full Art)","lusamine",NA
"Luxio","luxio","Luxio"
"Luxray","luxray","Luxray"
"Magearna","magearna","Magearna"
"Magmar","magmar","Magmar"
"Magmortar","magmortar","Magmortar"
"Magnemite (80)","magnemite","Magnemite"
"Magnemite (81)","magnemite","Magnemite"
"Magneton","magneton","Magneton"
"Magnezone","magnezone","Magnezone"
"Manaphy","manaphy","Manaphy"
"Mars","mars",NA
"Mars (Full Art)","mars",NA
"Missing Clover","missing clover",NA
"Missing Clover (Secret Rare)","missing clover",NA
"Monferno","monferno","Monferno"
"Morelull","morelull","Morelull"
"Mow Rotom","mow rotom","Mow Rotom"
"Mt. Coronet","mt. coronet",NA
"Murkrow","murkrow","Murkrow"
"Oranguru","oranguru","Oranguru"
"Order Pad","order pad",NA
"Pachirisu","pachirisu","Pachirisu"
"Pal Pad","pal pad",NA
"Palkia GX","palkia","Palkia"
"Palkia GX (Full Art)","palkia","Palkia"
"Palkia GX (Secret Rare)","palkia","Palkia"
"Passimian","passimian","Passimian"
"Peeking Red Card (Secret Rare)","peeking red card",NA
"Pheromosa GX (Full Art)","pheromosa","Pheromosa"
"Pheromosa GX (Secret Rare)","pheromosa","Pheromosa"
"Piplup (31)","piplup","Piplup"
"Piplup (32)","piplup","Piplup"
"Pokemon Fan Club","pokemon fan club",NA
"Pokemon Fan Club (Full Art)","pokemon fan club",NA
"Prinplup","prinplup","Prinplup"
"Purugly","purugly","Purugly"
"Rampardos","rampardos","Rampardos"
"Riolu","riolu","Riolu"
"Roselia","roselia","Roselia"
"Roserade","roserade","Roserade"
"Rotom","rotom","Rotom"
"Salandit","salandit","Salandit"
"Salazzle","salazzle","Salazzle"
"Shaymin (111)","shaymin",NA
"Shaymin (15)","shaymin",NA
"Shieldon","shieldon","Shieldon"
"Shiinotic","shiinotic","Shiinotic"
"Shinx (45)","shinx","Shinx"
"Shinx (46)","shinx","Shinx"
"Silvally GX","silvally","Silvally"
"Skorupi","skorupi","Skorupi"
"Skuntank","skuntank","Skuntank"
"Sneasel","sneasel","Sneasel"
"Snover","snover","Snover"
"Solgaleo GX (Secret Rare)","solgaleo","Solgaleo"
"Solgaleo Prism Star","solgaleo","Solgaleo"
"Spiritomb","spiritomb","Spiritomb"
"Stunky","stunky","Stunky"
"Super Boost Energy Prism Star","super boost energy",NA
"Tapu Lele","tapu lele","Tapu Lele"
"Torterra","torterra","Torterra"
"Toxicroak","toxicroak","Toxicroak"
"Turtonator","turtonator","Turtonator"
"Turtwig (6)","turtwig","Turtwig"
"Turtwig (7)","turtwig","Turtwig"
"Type: Null","type: null","Type: Null"
"Unidentified Fossil","unidentified fossil",NA
"Unit Energy GRW","unit energy grw",NA
"Unit Energy GRW (Secret Rare)","unit energy grw",NA
"Unit Energy LPM","unit energy lpm",NA
"Unit Energy LPM (Secret Rare)","unit energy lpm",NA
"Volkner","volkner",NA
"Volkner (Full Art)","volkner",NA
"Wash Rotom","wash rotom","Wash Rotom"
"Weavile","weavile","Weavile"
"Xurkitree GX (Full Art)","xurkitree","Xurkitree"
"Xurkitree GX (Secret Rare)","xurkitree","Xurkitree"
"Yanma","yanma","Yanma"
"Yanmega","yanmega","Yanmega"
"Yungoos","yungoos","Yungoos"
"Alolan Diglett","diglett","Diglett"
"Alolan Meowth","meowth","Meowth"
"Cosmog","cosmog","Cosmog"
"Crabrawler","crabrawler","Crabrawler"
"Cutiefly","cutiefly","Cutiefly"
"Grubbin","grubbin","Grubbin"
"Litten","litten","Litten"
"Pikachu","pikachu","Pikachu"
"Pikipek","pikipek","Pikipek"
"Popplio","popplio","Popplio"
"Rowlet","rowlet","Rowlet"
"Yungoos","yungoos","Yungoos"
"Accelgor","accelgor","Accelgor"
"Aggron","aggron","Aggron"
"Alolan Exeggutor GX","exeggutor","Exeggutor"
"Alolan Exeggutor GX (Full Art)","exeggutor","Exeggutor"
"Alolan Exeggutor GX (Secret)","exeggutor","Exeggutor"
"Alolan Geodude","geodude","Geodude"
"Alolan Golem GX","golem","Golem"
"Alolan Golem GX (Full Art)","golem","Golem"
"Alolan Golem GX (Secret)","golem","Golem"
"Alolan Graveler","graveler","Graveler"
"Alolan Marowak","marowak","Marowak"
"Alolan Raichu","raichu","Raichu"
"Altaria","altaria","Altaria"
"Aron","aron","Aron"
"Beedrill","beedrill","Beedrill"
"Bewear","bewear","Bewear"
"Bunnelby","bunnelby","Bunnelby"
"Buzzwole GX","buzzwole","Buzzwole"
"Buzzwole GX (Full Art)","buzzwole","Buzzwole"
"Buzzwole GX (Secret)","buzzwole","Buzzwole"
"Cacnea","cacnea","Cacnea"
"Cacturne","cacturne","Cacturne"
"Camerupt","camerupt","Camerupt"
"Chimecho","chimecho","Chimecho"
"Cinccino","cinccino","Cinccino"
"Corphish","corphish","Corphish"
"Counter Catcher","counter catcher",NA
"Counter Catcher (Secret)","counter catcher",NA
"Counter Energy","counter energy",NA
"Counter Energy (Secret)","counter energy",NA
"Crawdaunt","crawdaunt","Crawdaunt"
"Cubone","cubone","Cubone"
"Dashing Pouch","dashing pouch",NA
"Deino","deino","Deino"
"Devoured Field","devoured field",NA
"Diggersby","diggersby","Diggersby"
"Emolga","emolga","Emolga"
"Escavalier","escavalier","Escavalier"
"Exeggcute","exeggcute","Exeggcute"
"Feebas","feebas","Feebas"
"Fighting Memory","fighting memory",NA
"Gastly","gastly","Gastly"
"Gastrodon","gastrodon","Gastrodon"
"Gengar","gengar","Gengar"
"Gladion","gladion",NA
"Gladion (Full Art)","gladion",NA
"Gogoat","gogoat","Gogoat"
"Gourgeist","gourgeist","Gourgeist"
"Grumpig","grumpig","Grumpig"
"Guzzlord GX","guzzlord","Guzzlord"
"Guzzlord GX (Full Art)","guzzlord","Guzzlord"
"Guzzlord GX (Secret)","guzzlord","Guzzlord"
"Gyarados GX","gyarados","Gyarados"
"Gyarados GX (Full Art)","gyarados","Gyarados"
"Gyarados GX (Secret)","gyarados","Gyarados"
"Hakamo-o","hakamo-o","Hakamo-o"
"Haunter","haunter","Haunter"
"Houndoom","houndoom","Houndoom"
"Houndour","houndour","Houndour"
"Hydreigon","hydreigon","Hydreigon"
"Jangmo-o","jangmo-o","Jangmo-o"
"Jigglypuff","jigglypuff","Jigglypuff"
"Kakuna","kakuna","Kakuna"
"Karrablast","karrablast","Karrablast"
"Kartana GX","kartana","Kartana"
"Kartana GX (Full Art)","kartana","Kartana"
"Kartana GX (Secret)","kartana","Kartana"
"Kommo-o","kommo-o","Kommo-o"
"Lairon","lairon","Lairon"
"Lusamine","lusamine",NA
"Lusamine (Full Art)","lusamine",NA
"Magikarp","magikarp","Magikarp"
"Mamoswine","mamoswine","Mamoswine"
"Mankey","mankey","Mankey"
